Category	Bin	Completeness	Contamination	GC_content	N50	N_contigs	Size	Classification	p	c	o	f	g	s	Annotated.at.the.species.level
Clinical	SRR17827874.bin_4	99.42	0	42.4	234390	8	3129048	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus_B	s__Coprococcus_B comes	Yes
Clinical	SRR17827847.bin_26	98.28	0.21	42.9	40285	5	3130477	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__Eubacterium_I ramulus	Yes
Clinical	SRR8692215_bin.31	98.94	0.632	0.394	141207	30	3133348	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__	No
Clinical	SRR17827841.bin_11	99.37	0	46.1	102386	2	3134045	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBSRR1782792302	s__	No
Clinical	SRR178278481.bin_16	99.37	0.32	44.7	266698	5	3166162	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A massiliensis	Yes
Clinical	SRR17827904.bin_10	94.11	0	32.3	18682	8	3181407	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__	No
Clinical	SRR17827849.bin_6	100	0	43.6	186715	1	3183308	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-56	s__CAG-56 sp900066615	Yes
Clinical	SRR17827925.bin_15	98.66	0.19	48	133247	4	3192409	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella sp900066775	Yes
Clinical	SRR17827819.bin_7	96.31	0	44	73033	4	3200130	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TF01-11	s__TF01-11 sp001916135	Yes
Clinical	SRR17827823.bin_61	99.37	2.8	42	72769	17	3204987	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp000285855	Yes
Clinical	SRR17827810.bin_11	98.66	0	35.5	41169	2	3215250	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__	No
Clinical	SRR7217651_bin.6	97.46	0	0.469	33902	143	3232082	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__	No
Clinical	SRR17827898.bin_3	99.37	0	46.7	1822224	2	3238860	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_M	s__Clostridium_M sp001517625	Yes
Clinical	SRR17827885.bin_35	99.05	1.34	43.6	92485	3	3239309	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus_A	s__Coprococcus_A catus	Yes
Clinical	SRR1591006742.bin_27	92.68	1.4	43.2	33546	4	3269528	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus_A	s__	No
Clinical	SRR1591006734.bin_2	99.33	0	41.5	210287	2	3293595	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp000437735	Yes
Clinical	SRR17827841.bin_6	99.37	0	43.4	220643	4	3299976	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp000433815	Yes
Clinical	SRR17827880.bin_62	98.39	2.03	44.4	161711	5	3316878	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__CAG-95 sp900066375	Yes
Clinical	SRR15910063.bin_20	96.82	0	43.4	123949	4	3409199	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__	No
Clinical	SRR17827844.bin_18	99.35	0.79	44.9	31530	4	3432184	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_A	s__Ruminococcus_A sp000437095	Yes
Clinical	SRR1782784808.bin_28	99.68	1.32	48.9	16406	6	3438237	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__GCA-900066135	s__	No
Clinical	SRR178278481.bin_3	99.36	0	40.9	138578	2	3469041	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp000432195	Yes
Clinical	SRR17827891.bin_29	99.28	0	41.4	3449685	1	3540763	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	Yes
Clinical	SRR15910067.bin_36	99.33	0	36.1	166712	4	3558878	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp000436475	Yes
Clinical	SRR178278481.bin_13	98.95	0.63	47.1	205396	1	3572994	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter saccharivorans	Yes
Clinical	SRR1591006729.bin_11	98.85	1.7	42.3	181931	5	3612731	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__Eubacterium_I ramulus_A	Yes
Clinical	SRR1782784811.bin_32	99.37	0	47.3	188643	4	3656521	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA7160	s__	No
Clinical	SRR17827815.bin_2	98.66	0.02	36.3	47030	8	3662333	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TF01-11	s__TF01-11 sp000436755	Yes
Clinical	SRR159100502.bin_17	99.44	0.24	47.5	3592125	3	3685913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia hominis	Yes
Clinical	SRR1591006726.bin_12	99.37	0.32	43.9	154435	4	3697365	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900066335	Yes
Clinical	SRR17827904.bin_3	97.31	0.63	45.6	67397	10	3698736	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	No
Clinical	SRR1591006765.bin_26	99.52	1.45	46	101294	2	3711774	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp900066365	Yes
Clinical	SRR159100501.bin_74	99.37	0	48.4	227761	9	3713197	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA7160	s__	No
Clinical	SRR17827886.bin_11	99.37	0.63	43.7	149754	2	3717868	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_A	s__Ruminococcus_A sp003011855	Yes
Clinical	SRR8692186_bin.6	99.36	0.316	0.493	109822	66	3733308	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Scatomonas	s__Scatomonas sp003481995	Yes
Clinical	SRR17827898.bin_9	100	0	48.1	117594	3	3771358	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-81	s__CAG-81 sp900066535	Yes
Clinical	SRR178278481.bin_2	99.98	0	43.2	98665	4	3776240	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_M	s__	No
Clinical	SRR7351793_bin.8	99.36	0.791	0.492	74282	99	3793156	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp900543115	Yes
Clinical	SRR17827849.bin_15	99.12	0	40.5	229948	7	3828755	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena faecis	Yes
Clinical	SRR17827856.bin_23	98.26	1.45	46.5	104747	6	3886394	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp900066565	Yes
Clinical	SRR7411391_bin.9	99.41	0	0.439	119618	49	3987812	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Luxibacter	s__Luxibacter massiliensis	Yes
Clinical	SRR17827841.bin_15	99.42	0	42.3	110702	4	4086455	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena gnavus	Yes
Clinical	ERR3404906_bin.10	98.1	0.632	0.456	71737	102	4331852	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__	No
Clinical	SRR7351709_bin.5	99.36	0.632	0.495	84754	95	4376705	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster clostridioformis_A	Yes
Clinical	SRR1782784811.bin_35	99.37	0	48	50058	6	4475576	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q symbiosum	Yes
Clinical	SRR17827904.bin_14	98.55	0.41	42.7	95257	1	4499639	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis	Yes
Clinical	SRR7351834_bin.5	94.63	1.342	0.452	21798	340	4655290	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catenibacillus	s__Catenibacillus sp018369015	Yes
Clinical	SRR5405776_bin.3	99.41	0	0.461	92005	85	5053580	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__Muricomes contortus_B	Yes
Clinical	SRR7351837_bin.1	98.73	0.316	0.459	392111	30	5528153	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia coccoides	Yes
Clinical	SRR1782784826.bin_28	99.36	0	46.8	338692	28	5844196	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp001304935	Yes
Clinical	ERR3405893_bin.19	99.36	0.316	0.485	240706	41	5928546	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__Hungatella sp005845265	Yes
Clinical	SRR17827852.bin_4	99.22	0	55.7	242482	6	6172164	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_M	s__Clostridium_M lavalense	Yes
Clinical	ERR3405831_bin.2	99.36	0	0.419	155649	83	7104003	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Robinsoniella	s__Robinsoniella sp900555455	Yes
Clinical	ERR3405862_bin.2	98.85	2.49	0.481	214530	62	7110227	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella sp003478085	Yes
Clinical	SRR6257485_bin.2	97.21	0.632	0.511	287830	12	1373506	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Negativicoccaceae	g__Negativicoccus	s__Negativicoccus succinicivorans	Yes
Clinical	ERR3406128_bin.4	99.88	0	0.397	196403	19	1744103	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__F0422	s__F0422 sp003999875	Yes
Clinical	SRR7351967_bin.9	92.77	1.696	0.395	6832	374	1842233	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__	No
Clinical	SRR17827832.bin_8	98.73	0	46.2	270524	3	1855634	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Allisonella	s__Allisonella histaminiformans	Yes
Clinical	SRR17827921.bin_18	97.47	0	45.1	138539	1	1901511	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister invisus	Yes
Clinical	SRR7281056_bin.5	97.45	1.996	0.511	27539	108	1920114	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Anaeroglobus	s__Anaeroglobus vaginalis	Yes
Clinical	ERR3406283_bin.5	96.58	0.199	0.389	66216	42	1941137	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__	No
Clinical	SRR17827891.bin_39	100	1.27	50.1	62326	4	1947569	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister succinatiphilus	Yes
Clinical	ERR3405779_bin.1	100	0	0.38	247664	16	2010285	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella sp018367495	Yes
Clinical	ERR3405066_bin.4	100	0.598	0.385	525388	10	2054718	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella nakazawae	Yes
Clinical	ERR3405906_bin.7	100	0	0.373	93834	33	2114598	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__	No
Clinical	SRR17827831.bin_50	100	0	38.7	32779	20	2198039	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella dispar_A	Yes
Clinical	SRR1782784863.bin_24	100	0	49.8	110423	2	2300302	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus intestini	Yes
Clinical	SRR1591006727.bin_9	99.37	0	31.6	71963	2	2369863	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	Yes
Clinical	SRR8942361_bin.14	99.38	0.598	0.556	138782	28	2429284	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus sp000437815	Yes
Clinical	SRR15910061.bin_3	99.3	0.02	53.6	42539	2	2441344	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera sp000417505	Yes
Clinical	SRR17827903.bin_22	98.2	0.3	43.8	13689	1	2590987	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium faecium	Yes
Clinical	SRR1591006762.bin_1	99.91	0	52.2	15116	1	2646094	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__	No
Clinical	SRR6257447_bin.1	99.69	2.047	0.546	18967	294	3620109	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Sporomusales_A	f__Acetonemaceae	g__Anaerosporomusa	s__Anaerosporomusa sp900542835	Yes
Environment	SRR18576998_metabat2_bin.39	97.47	2.94	49.41	25868	269	3758583	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__UBA1444	f__UBA1444	g__UBA1444	s__	No
Clinical	SRR21144654_bin.3	99.43	1.123	0.26	13205	154	1355310	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Streptobacillus	s__	No
Environment	ERR1713411_bin.10	97.75	1.685	0.296	19841	132	1484953	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__JAGOYM01	s__JAGOYM01 sp018059165	Yes
Clinical	SRR16124313_bin.9	98.92	1.123	0.297	4282	579	1919698	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__	No
Clinical	SRR23999432_bin.3	94.38	1.123	0.284	48381	74	1953972	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900015295	Yes
Animal	SRR21163523_bin.3	95.5	0	0.282	33648	86	2016553	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__	s__	No
Animal	SRR29449371_bin.1	97.75	1.123	0.289	20145	182	2047541	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A necrogenes	Yes
Environment	ERR1713385_bin.32	93.25	1.123	0.345	38567	94	2067408	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia_A	s__	No
Animal	SRR14202246_bin.24	96.65	4.494	0.302	166236	36	2100997	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp900541465	Yes
Animal	SRR14202215_bin.28	100	1.685	0.288	135252	33	2114778	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp900554885	Yes
Animal	SRR29536183_bin.11	98.87	1.123	0.284	8699	348	2158011	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900555485	Yes
Animal	SRR14202218_bin.17	91.71	1.123	0.3	42573	86	2197919	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp019416865	Yes
Environment	ERR1713362_bin.54	97.75	2.247	0.282	39989	122	2278230	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__	g__	s__	No
Animal	SRR29409643_bin.20	98.87	2.247	0.296	51396	89	2293359	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900549465	Yes
Clinical	SRR12557707_bin.1	94.38	3.531	0.31	7320	429	2317556	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium_A	s__Cetobacterium_A sp934085975	Yes
Clinical	ERR3405548_bin.5	98.87	0.561	0.279	36749	114	2385323	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium pseudoperiodonticum	Yes
Clinical	SRR17648404_bin.3	100	0	0.266	72625	67	2397240	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium polymorphum	Yes
Clinical	SRR14001044_bin.17	100	0	0.287	84327	68	2436066	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp900554355	Yes
Animal	SRR14202246_bin.20	97.77	2.247	0.315	77574	54	2443911	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp900545035	Yes
Clinical	CRR476074_bin.5	100	2.247	0.296	83359	74	3495713	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A ulcerans_A	Yes
Environment	ERR1713347_bin.10	98.87	0.561	0.308	43015	142	3533869	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Sebaldella	s__	No
Animal	SRR14202243_bin.5	100	2.247	0.291	41297	184	3677213	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A varium_A	Yes
Environment	ERR1713385_bin.5	96.62	3.183	0.337	60148	104	3791659	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Sebaldella	s__Sebaldella termitidis	Yes
