Category,Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification,p,c,o,f,g,s,Annotated.at.the.species.level
Environment,SRR21524772_bin.45,96.59,2.84,0.628,48316,143,3530424,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__QWPT01,s__QWPT01 sp003671075,Yes
Environment,ERR6430845_bin.11,93.27,0.84,0.492,9022,555,3530529,d__Bacteria,p__SAR324,c__SAR324,o__SAR324,f__JACQKK01,g__,s__,No
Animal,SRR14202211_bin.7,98.25,2.258,0.269,33300,196,3531044,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__,No
Clinical,CRR057322_bin.11,99.32,4.026,0.445,144603,47,3531303,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes rhamnosivorans,Yes
Environment,SRR23912741_bin.11,95.58,1.737,0.73,13512,366,3531699,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__,s__,No
Environment,SRR13727530_bin.8,100,0,0.63,649909,25,3532587,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__Parvibaculum,s__,No
Environment,SRR21524761_bin.8,95.41,1.737,0.633,54458,114,3533649,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__PFJX01,s__,No
Animal,SRR24359761_bin.14,96.94,3.481,0.483,45546,132,3533868,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__Merdisoma sp009917555,Yes
Environment,ERR1713347_bin.10,98.87,0.561,0.308,43015,142,3533869,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sebaldella,s__,No
Animal,SRR15023588_bin.53,98.14,0.185,0.467,77976,54,3534108,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp902797505,Yes
Clinical,SRR14000838_bin.12,91.88,0.932,0.419,15030,329,3534833,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Macellibacteroides,s__Macellibacteroides fermentans,Yes
Environment,SRR13727525_bin.35,97.73,1.098,0.394,19034,293,3535361,d__Bacteria,p__Cloacimonadota,c__Cloacimonadia,o__Cloacimonadales,f__TCS61,g__B137-G9,s__,No
Clinical,ERR3406137_bin.9,99.17,1.444,0.28,278001,25,3536141,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium nigeriense,Yes
Animal,ERR2027928_bin.7,94.68,4.259,0.498,48355,164,3536902,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900318885,Yes
Animal,SRR29757230_bin.11,93.54,3.453,0.483,19840,249,3537022,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__Gallimonas sp017887095,Yes
Environment,SRR11674009_bin.7,93.69,1.72,0.501,15872,336,3537547,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__PHOS-HE28,g__PHOS-HE28,s__PHOS-HE28 sp016704485,Yes
Environment,SRR18577034_vamb_S1C19412,92.85,0.99,67.13,109068,51,3540281,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,No
Animal,SRR15023578_bin.12,93.06,0.537,0.472,90063,67,3540353,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__F082,g__Limimorpha,s__,No
Clinical,SRR17827891.bin_29,99.28,0,41.4,3449685,1,3540763,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter rectalis,Yes
Environment,SRR11674035_bin.40,98.51,0.495,0.361,125321,60,3541513,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__UBA3362,s__UBA3362 sp016714025,Yes
Environment,ERR6430846_bin.16,99.26,0.652,0.46,529132,17,3542727,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Kordiimonadaceae,g__,s__,No
Environment,SRR13727526_bin.28,92.37,2.489,0.685,86379,83,3542853,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__,No
Environment,SRR21524768_bin.39,92.6,1.867,0.623,14224,310,3544338,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Tabrizicola,s__,No
Animal,SRR20930604_bin.53,90.69,2.531,0.502,17978,275,3544707,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__Ventrimonas sp910575255,Yes
Environment,SRR13727541_bin.23,96.7,1.639,0.385,31067,184,3544911,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__BY39,g__,s__,No
Animal,SRR15023605_bin.2,94.15,3.677,0.52,38171,143,3545324,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,No
Animal,SRR15023593_bin.33,92.64,1.358,0.516,34611,161,3546377,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,No
Environment,SRR13727525_bin.3,97.31,1.075,0.392,92663,84,3546749,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__TTA-H9,g__,s__,No
Environment,SRR13727520_bin.30,90.65,2.165,0.649,95478,75,3547059,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_B,g__PHCI01,s__PHCI01 sp002842205,Yes
Environment,SRR18577018_vamb_S1C207,97.92,0.1,53.8,197068,28,3547891,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Herminiimonas,s__,No
Environment,SRR16108676_bin.52,95.11,1.112,0.479,15048,350,3547991,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Alteromonadaceae,g__Pararheinheimera,s__,No
Environment,SRR22259297_bin.34,98.29,4.273,0.646,15170,362,3549593,d__Bacteria,p__Actinomycetota,c__UBA4738,o__CADDZG01,f__WHSQ01,g__JACDAL01,s__,No
Environment,SRR11673992_bin.2,91.86,2.611,0.522,28857,188,3550672,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__OLB17,s__OLB17 sp016720705,Yes
Environment,SRR21524755_bin.17,92.5,3.977,0.62,9224,549,3552068,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__SM1A02,g__QWPT01,s__,No
Animal,SRR29429281_bin.32,90.62,1.194,0.389,120443,47,3552207,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sp944322395,Yes
Environment,SRR8404394_bin.36,99.13,0.484,0.573,181178,24,3552543,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,g__Spongiibacter,s__Spongiibacter tropicus,Yes
Clinical,SRR159100679.bin_5,100,0,40.7,190589,2,3553561,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__Odoribacter laneus,Yes
Animal,SRR15023585_bin.1,96.22,0.537,0.4,119095,63,3554989,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__UBA1181,s__UBA1181 sp017430235,Yes
Environment,SRR13727539_bin.14,98.13,0.564,0.603,282706,37,3556273,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__UBA2250,s__,No
Clinical,SRR14017477_bin.1,99.46,1.236,0.401,84764,122,3558044,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__Odoribacter sp905193145,Yes
Animal,SRR17230215_bin.4,96.83,0.949,0.452,159255,47,3558566,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Caccovicinus,s__Caccovicinus sp910584785,Yes
Clinical,SRR15910067.bin_36,99.33,0,36.1,166712,4,3558878,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira sp000436475,Yes
Clinical,SRR14355355_bin.8,93.21,2.027,0.547,159806,45,3559377,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__UBA1829,g__UBA1829,s__UBA1829 sp900549415,Yes
Environment,CRR283037_bin.28,92.87,3.521,0.676,6984,694,3560405,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__ATCC43930,f__Stellaceae,g__AP-15,s__,No
Environment,SRR8223441_bin.2,92.66,1.946,0.56,17591,269,3561371,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__OLB17,s__,No
Clinical,SRR15910061.bin_17,99.28,0.48,57.5,196596,2,3561829,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes onderdonkii,Yes
Clinical,ERR4283190_bin.7,98.72,0.446,0.433,75114,84,3562097,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sp000434735,Yes
Environment,SRR11674009_bin.1,95.69,2.15,0.616,24187,235,3563057,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__PHOS-HE28,g__PHOS-HE28,s__PHOS-HE28 sp016705545,Yes
Environment,SRR21778128_bin.5,91.68,3.296,0.68,14818,312,3563298,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__40CM-2-70-7,s__,No
Environment,SRR18577052_maxbin2_bin.0,96.23,4.73,42.01,7296,743,3563371,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella_C,s__,No
Environment,SRR21524760_bin.33,95.78,4.274,0.544,16711,361,3563532,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__CAIKKV01,f__CAITUY01,g__CAIVSY01,s__,No
Environment,SRR8404400_bin.46,98.88,1.672,0.648,39775,176,3563887,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Alcanivoracaceae,g__Alcanivorax,s__Alcanivorax venustensis,Yes
Animal,CRR657448_bin.38,97.31,0,0.433,123873,53,3563985,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__Odoribacter sp021771575,Yes
Animal,SRR15023582_bin.45,96.87,2.329,0.473,43838,126,3564116,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__SZUA-534,g__RUG13583,s__,No
Clinical,SRR18191153_bin.51,99.32,0,0.42,143849,69,3564171,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__,No
Animal,SRR15023592_bin.75,99.28,0.873,0.472,176107,41,3564903,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__SZUA-534,g__RUG13583,s__,No
Animal,SRR29409648_bin.6,98.72,1.91,0.477,101578,91,3565556,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia merdavium,Yes
Environment,SRR25018386_bin.4,99.13,0.046,0.416,38289,174,3565932,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Agitococcus,s__Agitococcus sp002333125,Yes
Environment,SRR21524767_bin.32,98.02,0.985,0.368,56585,124,3567289,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__,No
Environment,SRR25018314_bin.31,98.51,0.148,0.532,292336,20,3567799,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__ELB16-189,s__,No
Environment,SRR13727517_bin.58,98.91,2.922,0.677,206909,33,3567816,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__,No
Clinical,SRR17827912.bin_8,99.25,0.22,42.5,134578,2,3568595,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_D,s__Enterococcus_D casseliflavus,Yes
Environment,SRR6144753_bin.57,90.67,1.208,0.724,35023,157,3569738,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides sp001627335,Yes
Environment,SRR13776093_bin.7,90.1,1.34,0.57,23671,244,3570405,d__Bacteria,p__Bacillota_G,c__Limnochordia,o__DUMW01,f__,g__,s__,No
Environment,SRR13727534_bin.95,95.18,0.984,0.666,25157,242,3570673,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium sp024807145,Yes
Environment,SRR13727518_bin.34,99.35,0.974,0.673,262120,33,3570756,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__,No
Clinical,SRR17827872.bin_25,97.28,0,57.5,98955,3,3571113,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger formicilis,Yes
Clinical,SRR178278481.bin_13,98.95,0.63,47.1,205396,1,3572994,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter saccharivorans,Yes
Clinical,SRR1782784812.bin_11,97.99,0,51.2,93205,1,3573298,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-115,s__CAG-115 sp003531585,Yes
Environment,SRR13727526_bin.5,98.37,0.304,0.585,54488,104,3573312,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__Parvibaculum,s__,No
Animal,ERR2027898_bin.47,91.26,1.276,0.57,56435,110,3574155,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__RUG563,s__RUG563 sp900320085,Yes
Environment,SRR8223441_bin.31,97.02,1.485,0.448,28107,201,3574241,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB9,s__OLB9 sp019136675,Yes
Environment,SRR16108667_bin.28,97.72,0,0.714,87301,81,3574796,d__Bacteria,p__Planctomycetota,c__UBA1135,o__UBA2386,f__UBA2386,g__UBA2386,s__UBA2386 sp016872675,Yes
Animal,SRR23013068_bin.27,91.91,2.658,0.453,14961,340,3575073,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__,No
Environment,SRR21524751_bin.4,98.52,1.477,0.349,51546,106,3577560,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__OLB11,s__,No
Environment,CRR283072_bin.2,93.39,2.686,0.662,14156,398,3577960,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__VBCG01,s__,No
Animal,SRR29429271_bin.15,96.81,0,0.559,87539,34,3578311,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__Ventrimonas merdavium,Yes
Clinical,SRR23364180_bin.1,91.88,2.707,0.411,35430,177,3578787,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,No
Environment,SRR11674038_bin.38,92.52,3.44,0.401,11640,409,3578800,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp016709865,Yes
Environment,SRR18577062_metabat2_bin.18,99.38,1.73,69.24,208311,31,3579007,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium,s__,No
Clinical,SRR16124336_bin.37,96.56,1.796,0.487,122448,49,3579268,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__Mediterranea pullorum,Yes
Environment,SRR8208343_bin.20,95.79,1.98,0.387,67077,90,3579566,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niabella,s__Niabella sp023957575,Yes
Clinical,SRR14355392_bin.56,97.76,0.671,0.426,38161,266,3580098,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Monoglobales,f__Monoglobaceae,g__Ructibacterium,s__Ructibacterium sp905205855,Yes
Clinical,SRR8692192_bin.17,97.36,1.461,0.428,36152,163,3580385,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Muricomes,s__Muricomes intestini,Yes
Environment,SRR8206192_bin.16,95.53,2.678,0.394,60995,136,3580601,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__UBA1609,g__JAKUPT01,s__,No
Environment,SRR13727522_bin.41,99.78,0.904,0.676,97692,58,3582539,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas sp019748095,Yes
Environment,SRR21524777_bin.6,95.94,2.106,0.591,34715,170,3583544,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__CAIKKV01,f__CAITUY01,g__JAABPW01,s__,No
Clinical,SRR14017493_bin.21,98.65,0.671,0.584,252229,58,3584210,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Intestinimonas,s__Intestinimonas butyriciproducens,Yes
Environment,SRR13727523_bin.21,98.49,0.877,0.541,28601,249,3584276,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas sp002966495,Yes
Animal,SRR29757208_bin.6,99.36,0,0.441,112081,275,3585673,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia ornithocaccae,Yes
Environment,SRR23962321_bin.15,99,0,0.535,249149,26,3585931,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__SLDF01,s__,No
Environment,SRR11674018_bin.36,98.29,1.282,0.74,110717,65,3586432,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__JADJXE01,g__JADJXE01,s__JADJXE01 sp016716005,Yes
Environment,SRR8208348_bin.59,96.91,0.026,0.634,49833,129,3587329,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__SSSZ01,s__SSSZ01 sp009469685,Yes
Environment,SRR16108675_bin.60,91.38,1.142,0.662,18553,249,3587665,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-41,g__SG8-41,s__SG8-41 sp016868035,Yes
Clinical,SRR6795027_bin.13,94.38,1.221,0.4,16945,298,3587847,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__,No
Clinical,SRR159100501.bin_17,99.41,0.59,59.9,60251,3,3588115,d__Bacteria,p__Desulfobacterota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio piger,Yes
Environment,SRR13727526_bin.35,97.42,2.105,0.693,159998,43,3588319,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Nanopelagicales,f__S36-B12,g__UBA10649,s__,No
Animal,SRR15023592_bin.23,95.43,2.15,0.496,183398,33,3588463,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__F082,g__Limimorpha,s__Limimorpha sp900318085,Yes
Environment,SRR17658285_bin.22,95.73,2.743,0.601,28476,283,3590591,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Acidiferrobacterales,f__Sulfurifustaceae,g__JACQFZ01,s__,No
Clinical,ERR4283244_bin.32,98.55,1.761,0.489,268646,36,3591248,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900554845,Yes
Clinical,SRR14017475_bin.3,97.77,0.231,0.455,176929,38,3591372,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella rara,Yes
Environment,SRR11674018_bin.21,95.82,1.908,0.643,30538,202,3593588,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__,s__,No
Environment,SRR13727523_bin.19,100,0.478,0.455,50619,145,3593609,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosomonas,s__Nitrosomonas sp016708955,Yes
Clinical,SRR159100502.bin_56,94.35,1.08,60,33532,4,3594738,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,No
Environment,SRR11674015_bin.38,98.57,1.269,0.413,100776,56,3596328,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA10428,g__UBA10428,s__UBA10428 sp016699695,Yes
Environment,SRR10002908_bin.3,95.67,3.369,0.722,10195,528,3596375,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Arsenicicoccus,s__Arsenicicoccus bolidensis,Yes
Environment,ERR1022692_bin.5,91.3,1.932,0.629,15334,295,3596914,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__PALSA-1003,s__,No
Environment,SRR8205411_bin.49,98.01,1.485,0.412,110235,59,3596943,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB8,s__OLB8 sp001567405,Yes
Environment,SRR13013687_bin.66,99.31,1.369,0.696,52937,175,3598376,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__ER46,s__ER46 sp016871775,Yes
Animal,SRR15023591_bin.31,95.99,1.403,0.398,26500,210,3598706,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_Q,s__,No
Environment,SRR21524763_bin.21,99.31,2.5,0.544,136327,57,3598719,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_B,g__Limnohabitans_A,s__Limnohabitans_A sp903870145,Yes
Environment,SRR8404396_bin.51,97.33,2.409,0.641,36908,168,3599717,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__Paracoccus sp002732665,Yes
Environment,SRR11674015_bin.3,96.03,3.424,0.362,30777,196,3599899,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB9,s__OLB9 sp016715245,Yes
Environment,ERR1041384_bin.12,96.17,1.142,0.591,96781,67,3602182,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__SZUA-254,g__VBOC01,s__,No
Clinical,SRR17827840.bin_32,99.3,0.47,56.8,15645,1,3602802,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__UBSRR15910050524,s__UBSRR15910050524 sp000437595,Yes
Environment,SRR16108672_bin.12,93.63,2,0.557,46007,113,3603061,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__OLB14,s__OLB14 sp016866195,Yes
Animal,SRR20930603_bin.11,95.99,1.265,0.506,62627,120,3604071,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3402,s__UBA3402 sp910588505,Yes
Clinical,SRR13077699_bin.31,99.07,0.12,41.11,213272,25,3604100,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantis_B,Yes
Environment,CRR283032_bin.11,94.05,1.98,0.641,32753,180,3604803,d__Bacteria,p__Chloroflexota,c__UBA5177,o__UBA5177,f__UBA5177,g__,s__,No
Animal,SRR29536185_bin.5,97.45,0.062,0.378,67720,513,3605565,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,No
Environment,SRR8404395_bin.56,99.48,1.899,0.722,35546,189,3606883,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium,s__Aeromicrobium sp005788575,Yes
Environment,ERR6430843_bin.1,98.82,2.464,0.388,276755,30,3606956,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__SZUA-229,f__,g__,s__,No
Clinical,SRR17827898.bin_7,98.66,0,36.8,310723,4,3607386,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__TF01-11,s__TF01-11 sp001414325,Yes
Animal,SRR20930592_bin.30,95.97,3.065,0.476,77473,77,3607543,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__1XD8-76,s__1XD8-76 sp910573755,Yes
Environment,SRR13727518_bin.18,99.01,0.492,0.408,134176,84,3607643,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,s__Sediminibacterium sp023229465,Yes
Animal,CRR657439_bin.22,95.06,0.362,0.512,174032,77,3608169,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp910577925,Yes
